DATE,DGS7
2017-07-03,2.19
2017-07-04,.
2017-07-05,2.17
2017-07-06,2.21
2017-07-07,2.22
2017-07-10,2.20
2017-07-11,2.18
2017-07-12,2.14
2017-07-13,2.16
2017-07-14,2.13
2017-07-17,2.12
2017-07-18,2.08
2017-07-19,2.09
2017-07-20,2.08
2017-07-21,2.05
2017-07-24,2.07
2017-07-25,2.15
2017-07-26,2.09
2017-07-27,2.12
2017-07-28,2.10
2017-07-31,2.11
2017-08-01,2.07
2017-08-02,2.08
2017-08-03,2.05
2017-08-04,2.08
